"","diNT","Freq","Rho","Z"
"1","aa",1064.78727841502,1.00521472677262,0.2434369912277
"2","ac",693.471324296142,1.03923019261831,1.38351964659895
"3","ag",845.590198123045,0.9972672085249,-0.115507543030412
"4","at",677.224191866528,0.959293115618661,-1.48677569872913
"5","ca",878.610010427529,1.31664502413399,11.1714226428291
"6","cc",460.940563086548,1.09358499461399,2.4185499938796
"7","cg",215.869655891554,0.404235284678702,-17.9655479655796
"8","ct",510.18873826903,1.15250572967714,4.0689413901792
"9","ga",917.468196037539,1.08181435440703,3.36663979237524
"10","gc",475.55787278415,0.890537676379241,-3.30122328553473
"11","gg",784.956204379562,1.15644622901937,5.4992811796622
"12","gt",447.457768508863,0.791141272933746,-6.50708599699297
"13","ta",419.505735140772,0.593105428607004,-14.8152265905451
"14","tc",435.706986444213,0.984242419674832,-0.420153912278056
"15","tg",779.632950990615,1.3809421416464,11.8425000894228
"16","tt",554.36496350365,1.16849770905714,4.66103494306449
