"","diNT","Freq","Rho","Z"
"1","aa",1045.12226584408,0.998504066086124,-0.0715181646605944
"2","ac",680.425126191812,1.01480193651136,0.521224993274927
"3","ag",838.938306225463,0.996297630263009,-0.151655088093531
"4","at",698.823892316321,0.993062038867807,-0.252463821748738
"5","ca",860.908581043186,1.28399678449609,10.0118502442374
"6","cc",486.245092540662,1.13202517773875,3.44449465089833
"7","cg",226.99326977005,0.42079581144572,-17.5255161976925
"8","ct",516.292765002804,1.14527274499707,3.90911963269794
"9","ga",944.249018508132,1.12135505181613,4.96190243490415
"10","gc",466.617498597869,0.86503949839164,-4.08409076717947
"11","gg",752.80931015143,1.11112978345874,3.90091034559066
"12","gt",460.7599551318,0.813805253179974,-5.80930898060161
"13","ta",412.182837913629,0.585721437578115,-15.0623619008493
"14","tc",457.186763881099,1.01417042333192,0.381392995359021
"15","tg",806.504767246214,1.42456395268025,13.2470744042908
"16","tt",518.409983174425,1.09504582790808,2.63832290145081
